,,"Join the Discord server!  
music.froste.lol got copyright struck and will not be returning, links are currently being replaced and it's unknown how long it'll take so please be patient.",,,,,,,
Era,"Name
(Check Out The TrackerHub website!)",Notes,Track Length,"File
Date","Leak
Date",Type,Availablitity,Quality,Link(s) 
"0 OG File(s)
1 Full
0 Tagged
0 Partial
0 Snippet(s)
1 Unavailable","Pre-2016
(Jori Xeric, burgersdead)","(Jul 30, 2001) (Bobby Wardell Sandimanie III, professionally known as Destroy Lonely, is born in Atlanta, Georgia)
(2014-2015) (Destroy Lonely started working on music at the age of 14 under the name 'Jori Xeric')
(Nov 24, 2015) (The last song under the 'Jori Xeric' name is released)",,,,"Using methods, people found out that Destroy Lonely made a few songs around 2015 under the name Jori Xeric. Most all of them are (fortunately) lost",,,
,,Full,,,,,,,
Pre-2016,"bands
(prod. cyfy)",A song made around the 2014 to 2016 range when Destroy Lonely first started making songs.,3:30,N/A,N/A,Throwaway,Full,High Quality,https://pillows.su/f/ee0896691ed5a8a0d425d9dc2cb65540
,,Unavailable,,,,,,,
Pre-2016,[Unknown Jori Xeric sessions],"When Bobby first started making music in 2014-2015, his stagename was 'Jori Xeric'. Almost everything from this era is lost but it's assumed there are songs that he never released from this era.",N/A,N/A,N/A,Unknown,Confirmed,Not Available,N/A
"6 OG File(s)
1 Full
0 Tagged
0 Partial
0 Snippet(s)
7 Unavailable","2016
(Tundra Boy Lonely)","(2016) (Lone begins taking music more seriously and picks up the 'Tundra Boy Lonely' name)
(Oct 2016) (Destroy Lonely fails to release the project)",,,,"Bobby Wardell Sandimanie III was born on July 30, 2001. He has two younger half sisters and an older half brother. His father is the rapper I-20, who was part of Ludacris' record label Disturbing tha Peace. He was homeschooled starting in sixth grade then got enrolled back into public school in 9th and 10th grade, where he recalls abusing the drug Xanax. He cites his feeling that his substance abuse was destroying him as the origin of the ""Destroy"" part of his stage name. He spent his adolescent years in solitude which he cites as the origin of the ""Lonely"" part of his stage name.
",,,
,,Full,,,,,,,
2016,"I Cant
(feat. 2kthagoon)","OG Filename: 35096a19-2372-4cc0-9590-14fd37381fd9
This song was originally released on SouncCloud as a Single, but was later privated for unknown reasons.",2:14,N/A,"Sep 18, 2023",Unknown,OG File,High Quality,https://pillows.su/f/987a45af049c1184684f250136e4a05d
2016,"Options Three [V2]
(feat. Surf, Supreme Perc)",Seemingly a later version of 'Options Three' a song released by Surf on SoundCloud.,N/A,N/A,N/A,Throwaway,Full,High Quality,https://pillows.su/f/f10d67dbd57498a7d0f6829d73edf061
,,    Unavailable,,,,,,,
2016,"BRAND NEW EP *GR EXCLUSIVE* [EP]
(with Surf & Supreme Perc)","Another lost EP that is only know through a single screenshot available on his old label Gorgeous Records’s Instagram, a collaboration EP with artists Surf & Supreme Perc.",N/A,"Sep 5, 2016","Sep 5, 2016",Other,Confirmed,Not Available,https://www.instagram.com/gorgeousrecords/p/BJ_oskIBOTK/
2016,"CITGLO! [VERY RARE] [NEW]
(prod. Hella Sketchy)",Another lost song from Lone that was hosted by @gorgeousrecords.,N/A,"May 23, 2016","May 23, 2016",Unknown,Confirmed,Not Available,https://www.instagram.com/p/BFxOk--sWww/
2016,🥇 Nights (remix),"This was mentioned in an article along with the songs ""ON GO"" and ""Then I'm Off"" music video, where Lone said he 'privated it'. The article website has been taken down for unknown reasons, although it can be seen through the Internet Archive (link attatched). The track is a remix of the second half of Nights by Frank Ocean. May have released at another point in with a sped up version judging by the interview.",N/A,N/A,N/A,Remix,Confirmed,Not Available,https://web.archive.org/web/20210301223742/https://theaux.webs.com/apps/blog/show/44189193-tundra-boi-lonely-datpiff-s-aesthetic-is-musty-interview-
2016,HUNNIT BAND LONELY,"A lost song from Lone that was hosted by @gorgeousrecords, possibly for their EP ""BRAND NEW.""",N/A,"May 19, 2016","May 19, 2016",Unknown,Confirmed,Not Available,https://www.instagram.com/p/BFnRmTZsW5I/
2016,pellegrino,"Known only through a single screenshot available on his old label Gorgeous Records’s Instagram, the hollow shells of its now private SoundCloud pages and the confirmation of its existence in a 2024 interview with Nardwuar the Human Serviette, this 3 song EP would see Destroy Lonely under the moniker of “nascar lone!”. Due to its limited availability, the EP is now considered lost media.",N/A,"May 28, 2016","May 28, 2016",Album/Zip,Confirmed,Not Available,https://www.instagram.com/p/BF8SCHfMW3w/
2016,RAMBLING,,N/A,N/A,N/A,Unknown,Confirmed,Not Available,N/A
2016,"WHY [vry catchy]
(prod. rondocheek)",Another lost song from Lone that was hosted by @gorgeousrecords.,N/A,"Jun 17, 2016","Jun 17, 2016",Unknown,Confirmed,Not Available,https://www.instagram.com/p/BGxXGxeMW4g/
,,OG Files for released + Alt Mixes,,,,,,,
2016,"lonely interlude [V1]
(prod. Cth)
(glory boi interlude)","OG Filename: lonely interlude
OG File for glory boi interlude.",2:40,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/3e931271861334927231432525568996
2016,"MY BRO [V1]
(prod. DJ YoungKash)","OG Filename: my bro- lone
OG File for MY BRO.",2:14,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/1bd93edcf1fa21541aa00445b5eab70b
2016,"ON GO [V1]
(prod. Whoisnydel)
(VRY Freestyle)","OG Filename: LONE!-ON GO
OG File for ON GO.",2:00,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/4bfa797d95dbf28f85b7abce85e0daab
2016,"Then I'm Off [V1]
(prod. MeltyCanon)","OG Filename: 07e362e4-647a-4784-a6af-63a7366db9ff
OG File for Then I'm Off.",2:27,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/0be3bf99e7c2a5adc42d35cfdf50bcde
2016,"#gloryboi300 [V1]
(prod. Hella Sketchy & Callari)","OG Filename: 6d004a3e-41f7-4940-834e-485ac7a3fbdd
OG File for #gloryboi300.",3:11,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/e488e55b8c95a8ff7c20b1567eaf589e
"13 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Unavailable","2017
(Destroy Lonely, Self Titled)","(Oct 2016) (Tundra Boy Lonely fails to release the project and picks up the 'Destroy Lonely' name)
(Aug 19, 2017) (Destroy officially releases)",,,,"Destroy is a project released in mid-2017, following his two 2016 EP's, ""Lonely’s Flexed Up Slow Jams"" & ""GLORY BOI""",,,
,,Full,,,,,,,
2017,"Still
(prod. Marsh Beats)","OG Filename: still prod marshie
Throwaway from the Destroy sessions.",3:00,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/8069b40688d7c47c35a9863f31250814
2017,Thug,"OG Filename: lone thug
Throwaway from the Destroy sessions.",1:52,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/d21ec4c251aedb9da736e4a65b694301
2017,"Driving Crazy*
(No License)","OG Filename: aebcd4bf-296f-4226-942c-07e3132b76ce
Throwaway from the Destroy sessions.",2:29,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/b2d0009d80a1d831384e164a78830cf3
2017,Oh My*,"OG Filename: c75cc4be-5753-46eb-997e-e49e0dc3b72f
Throwaway from the Destroy sessions.",2:15,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/22501104bea84976b727a6fb5034c04b
,,OG Files for released + Alt Mixes,,,,,,,
2017,"Brazy [V1]
(prod. CTH)
(Crazy)","OG Filename: lonely brazy rough
OG File for Brazy.",2:24,N/A,"Sep 18, 2023",OG File,OG File,CD Quality,https://pillows.su/f/51a85a1ac4b27f7d4920d6b87990a8da
2017,"Destroy [V1]
(prod. Areyoudeaf)","OG Filename: cfbcac61-1870-4166-9845-326c42f1ba01
OG File for Destroy.",1:52,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/6bd3358b2e1c8f139a9f163855ef4512
2017,"FoF (Freestyle) [V1]
(prod. Learic Spellman)","OG Filename: a3c3039f-4edf-4219-a00d-67ff44d08cf5
OG File for FoF (Freestyle).",3:51,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/2431288efedbef246706582f27c18e64
2017,"ForNothin' [V1]
(prod. Rob $urreal)","OG Filename: for nothin
OG File for ForNothin'.",2:37,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/da51802859054941c163c5ecfc195f9e
2017,"Gotham, Pt. 2 [V1]
(prod. Xanboy & Callari)","OG Filename: 361c0383-28d4-41d2-b484-a7ecbcb4aa55
OG File for Gotham, Pt. 2.",1:58,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/3882203891f30644acf126eaf670ea58
2017,"HiTech [V1]
(prod. Slick)","OG Filename: 60f68307-826d-4604-b7ec-024d851b5aee
OG File for HiTech.",2:09,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/44a16486bf6dfad00c6cb65ca17d7067
2017,"Lies [V1]
(prod. Ravi)","OG Filename: 3a953850-d6a6-41dd-8496-c48b6ee9fe43
OG File for Lies.",2:17,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/5b9347befd42d4344d8d38268e68ae60
2017,"Lifestyle [V1]
(prod. Slick)","OG Filename: 5187937b-62e2-4213-882d-b8e8a2b61235
OG File for Lifestyle.",2:40,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/2745f078c399069a464b2bf3cc9d7f2e
2017,"Watch My Back [V1]
(prod. Jeff Gordan & Rob $urreal)","OG Filename: WATCH MY BACK
OG File for Watch My Back.",2:48,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/aa5e82efd95503fa7a296402bf3a9013
"25 OG File(s)
2 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Unavailable","NezzusDestroyed
(Collaboration with Nezzus)","(Aug 19, 2017) (Destroy officially releases)
(Feb 4, 2018) (NezzusDestroyed officially releases)",,,,"Destroy Lonely met two of his best friends, Texaco and Nezzus, who would produce many of his early works and continue to work with him on later projects at school. Immediately upon meeting Nezzus, they began recording their first project, ""NezzusDestroyed.""",,,
,,Full,,,,,,,
NezzusDestroyed,"Add It Up [V2]
(feat. Nezzus) (prod. SenseiATL)",This version contains more Lone adlibs and Nezzus unheard.,N/A,N/A,"Jan 5, 2023",OG,Full,CD Quality,https://pillows.su/f/d11d6d7c0c3aa9979cede80099cf6b78
NezzusDestroyed,"No Hook 3
(feat. Nezzus)","OG Filename: no hook 3 rough
Throwaway from the NezzusDestroyed sessions. Was probably meant to release at some point due to No Hook 1 & 2 being released.",2:30,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/d0f18409f88b9db06e612e183626fa71
NezzusDestroyed,kash,"OG Filename: lone kash
Was part of the mass 126x file leak. Era unconfirmed.",1:59,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/a0ebd0e1781e0b78b8d0d244eed45a23
NezzusDestroyed,"Lit
(feat. Nezzus & Flip)","OG Filename: lone lit ft nezzus and flip
Was part of the mass 126x file leak.",3:33,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/8bbf64d9ab572ce6998c0e942a7fa7b3
NezzusDestroyed,"Movin'
(feat. Swauvebrim & SouthSideSmoke)","OG Filename: Movin Lone Swuave Smoke
Was part of the mass 126x file leak. Era unconfirmed.",3:13,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/7f9f8668ba5ac01cfaa910b123ac0c7c
NezzusDestroyed,"New Sauce
(feat. Nezzus)","OG Filename: Lone ft nezzus new sauce
Throwaway from the NezzusDestroyed sessions.",1:40,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/5ae72eb6760b463dceed6c6209bda227
NezzusDestroyed,Freestyle*,"OG Filename: lone frestyle rough
Was part of the mass 126x file leak. Era unconfirmed.",1:09,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/e769458289a68386efc76b726345c179
NezzusDestroyed,"Full Effect
(feat. ???)","OG Filename: lone bm2full effect
This song leaked along with 126 other OG Files.",1:59,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/5a3c6ae92b5c1089b4b65323d25d260d
NezzusDestroyed,Hit Me Lit*,"OG Filename: 85c26ab1-4a32-4d24-8b70-06181f384632
Throwaway from the NezzusDestroyed sessions.",1:44,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/74be091da0661b534837c3c255f1c45b
NezzusDestroyed,"slide101
(Slide)","OG Filename: lone slide101
Was part of the mass 126x file leak. Era unconfirmed.",2:17,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/b64c65db9ed8d59c053b80cc290245b2
NezzusDestroyed,"whole lotta
(feat. Nezzus)","OG Filename: whole lotta
Was part of the mass 126x file leak. Era unconfirmed.",1:28,N/A,"Sep 18, 2023",Throwaway,Full,High Quality,https://pillows.su/f/6c02e02b661782252297178a5309bb73
NezzusDestroyed,"ATM The Mob
(feat. Nezzus & Swuavebrim) (prod. Bahbichulo)","OG Filename: atm the mob prob bahbi
Throwaway from the NezzusDestroyed sessions.",2:23,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/819e7ff42be29f910bca22e6703a322b
NezzusDestroyed,stuck,"OG Filename: stuck lone
Was part of the mass 126x file leak. Era unconfirmed.",1:51,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/6d72b0e1fe06c188ac411e9e6ef75f9b
NezzusDestroyed,"Talking Shit
(feat. Nezzus)","OG Filename: talking shit lone nezzus
Was part of the mass 126x file leak. Era unconfirmed.",2:03,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/9c04c6919d3f2e0f2962f5ff113d0f04
NezzusDestroyed,"true
(prod. Vlone Melz)","OG Filename: lonely true
Throwaway from the NezzusDestroyed sessions.",2:32,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/29b3fb879fb9023a9f1f7c6cb571f2d9
,,OG Files for released + Alt Mixes,,,,,,,
NezzusDestroyed,"Addy [V1]
(feat. Nezzus)","OG Filename: 9bd9f3d9-e1ed-4ab9-98fc-d352e002b7c0
OG File for Addy.",2:20,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/901366a31671967594f08903dc14cbf4
NezzusDestroyed,"Bag Full Of Boof [V1]
(feat. Nezzus) (prod. Desi)","OG Filename: 73522f09-25f6-46df-a435-ea71e207281d
OG File for Bag Full Of Boof.",2:24,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/4089d3a1adaa0cc03bb1126ab9fd38ba
NezzusDestroyed,"Count It Up [V1]
(prod. Tash)","OG Filename: COUNT IT UP LONELY
OG File for Count It Up.",2:37,N/A,"Sep 18, 2023",OG File,OG File,CD Quality,https://pillows.su/f/553aeec6292a8964c60641f90ace99b7
NezzusDestroyed,"Global [V1]
(feat. Nezzus)","OG Filename: 0bda7794-716d-4a60-8353-233eeadb6b6d
OG File for Global.",2:21,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/a06af6611d35fdf7c724f18ea0fd9bee
NezzusDestroyed,"Intro [V1]
(feat. Nezzus)","OG Filename: c479b8fd-1071-40fa-bd9c-d9b1ac6c7bf8
OG File for Intro.",2:11,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/1f17684cb65fba8da80ad46aea21cbc2
NezzusDestroyed,maverick [V1],"OG Filename: maverick
OG File for maverick.",4:40,N/A,"Sep 18, 2023",OG File,OG File,CD Quality,https://pillows.su/f/7a9016999263732d0435b9c8f3cd0449
NezzusDestroyed,"No Hook [V1]
(feat. Nezzus) (prod. Desi)","OG Filename: 19576e46-d110-4730-a629-d53836ecaed5
OG File for No Hook.",3:09,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/5844549de4f08f45bd5f4c15a9daa514
NezzusDestroyed,"Add It Up [V1]
(feat. Nezzus) (prod. SenseiATL)","OG Filename: e8cc4648-d49c-4a75-ae81-33535806c3ca
OG File for Add It Up.",2:49,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/2670b10e7fc9d1e0c39cacaa6aef1247
NezzusDestroyed,"Smash Bros [V1]
(feat. Nezzus & Lil Candy Paint) (prod. SenseiATL)","OG Filename: 0216a85b-9c78-4058-b114-0e3944587023
OG File for Smash Bros.",2:09,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/fd1d3634f748151b5646b6497c7d57e3
NezzusDestroyed,"Wild [V1]
(feat. Nezzus)","OG Filename: ed84aaf3-884b-41b3-84e9-af83ca8c7d96
First OG File for Wild.",3:03,N/A,"Sep 18, 2023",OG File,OG File,Lossless,https://pillows.su/f/72b68911fe2def19c2917457b43381f0
NezzusDestroyed,"Wild [V2]
(feat. Nezzus)","OG Filename: wild nezzus lone
Second OG File for Wild. Shorter than the first version.",2:47,N/A,"Sep 18, 2023",OG File,OG File,CD Quality,https://pillows.su/f/4c5bb33ac2c589bba8a0d84587068edd
NezzusDestroyed,"Jayyko - When I Wanna
(feat. Destroy Lonely)","OG Filename: dd91dbfd-8dca-4c33-b2b3-8539130b73bc
OG File for When I Wanna.",4:13,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/d2f7d7abf7c003d8b1c8084c38891193
"3 OG File(s)
1 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Unavailable","NezzusDestroyed 2
(Collaboration with Nezzus)","(Feb 4, 2018) (NezzusDestroyed officially releases)
(Mid-Late 2018) (3 singles for the album release)
(Late 2018/Early 2019) (The project is scrapped)",,,,"Not much is really known about this project. Fenderbender was the lead single for it, and a few songs were uploaded that were likely meant for the tape, but other then that most of the info about it is unknown. It's unknown exactly when the idea was scrapped, but it was likely scrapped in around late 2018 or very early 2019. The cover used for this era is the official cover for Fenderbender",,,
,,Full,,,,,,,
NezzusDestroyed 2,"???
(feat. Nezzus, Swuavebrim & Heze)","OG Filename: swuave heze lone nezzus
Was part of the mass 126x file leak. Era unconfirmed.",2:19,N/A,"Sep 18, 2023",Throwaway,OG File,CD Quality,https://pillows.su/f/0721e65bbe9e2321f43effd469f66419
NezzusDestroyed 2,"Rain
(feat. Nezzus)","OG Filename: Lone x Nezzus - Rain
Was part of the mass 126x file leak. Era unconfirmed.",1:36,N/A,"Sep 18, 2023",Throwaway,OG File,High Quality,https://pillows.su/f/13e1e609545a160ec1d93e87af047532
NezzusDestroyed 2,Lou Solitaire Mix,"Was uploaded privately to Destroy Lonelys SoundCloud on November 13, 2018. Features multiple songs, some of them previously unheard before this leaked.",12:35,2018,"Aug 28, 2025",Scrapped Release,Full,CD Quality,Link Needed
,,OG Files for released + Alt Mixes,,,,,,,
NezzusDestroyed 2,"NDR [V1]
(feat. Nezzus & Roman Reloaded) (prod. Desi)","OG Filename: nezzus destroyed reloaded
OG File for NDR.",2:53,N/A,"Sep 18, 2023",OG File,OG File,High Quality,https://pillows.su/f/a5a62e0da4873999dfa18b1a245fa75b
"68 OG File(s)
8 Full
0 Tagged
0 Partial
1 Snippet(s)
3 Unavailable","2019
(Darkhorse, Sometimes U Lose..., Forever Alive, Forever, ILY.)","(Late 2018/Early 2019) (NezzusDestroyed 2 is scrapped, Lone focuses more solo music & releasing various projects)
(Jan 1, 2020) (2019 ends)",,,,"In 2019, after the scrapping of NezzusDestroyed 2, Lone would begin releasing more solo projects to further his career. This is one of the most important years in Lones early music career, as many of these early projects such as 'Forever, ILY.' & 'Darkhorse' would make people in Atlanta start noticing Destroy Lonely.",,,
